,latitude,longitude,bc,co,no2,o3,pm10,pm25,so2
520,33.8017,-86.9425,,,,0.02,,12.7,
521,45.0294,-74.7394,,0.12,,0.027999999999999997,0.0,12.0,0.0
522,-37.008669,-73.148086,,0.0,,18.93,13.41,,2.96
523,-37.031702,-73.138689,,18.32,,6.61,30.26,,2.39
524,27.811814,-97.4657,,,,,,8.1,
525,27.4269,-97.2986,,,,,,7.9,
526,27.8333,-97.5558,,,,0.008,,,
527,27.765335,-97.434247,,,,0.015,,,
528,32.0319,-96.3992,,,,0.019,,8.5,
529,37.34997,-108.58737,,,,0.025,,,
530,39.015,-122.286111,,,,,,-1.5,
531,44.5884,-123.2673,,,,,,3.0,
532,36.0494,-117.9439,,,,,4.0,,
533,33.6744,-117.9294,,,,0.006,,,
534,43.7995,-123.0535,,,,,,3.0,
535,46.061322,-116.3467,,,,,,5.8,
536,29.1928,-82.1733,,,,0.004,,,
537,45.300884,-117.812896,,,,,,5.9,
538,52.411563,-1.560228,,,21.0,22.0,,10.0,
539,35.0608,-83.4306,,,,0.002,,,
540,-34.203524,-70.529854,,,,,,,0.0
541,-45.57996447948,-72.061125987766,,,,,8.82,1.0,
542,-45.579045667164,-72.049964505825,,114.48,1.88,56.25,15.38,14.94,2.62
543,19.3502,-99.1571,,,0.025,0.009,,9.0,
544,36.1058,-82.0454,,,,0.036,,,
545,43.460602,-113.562202,,,,0.034,,,
546,44.087397,-103.273777,,,,,,5.7,
547,34.24139,-117.275558,,,,0.033,,4.0,
548,37.9214,-83.0662,,,,0.038,,,
549,29.9208333,-95.0683333,,,,0.06,,,
550,35.4383,-81.2753,,,,0.0,,,
551,28.958372,-82.643094,,,,,,8.3,0.001
552,19.3653,-99.2917,,0.3,0.008,0.018,11.0,,0.002
553,19.7221,-99.1986,,,0.021,0.001,20.0,,0.0
554,-31.889278312544,-70.629311769684,,,,,25.92,,
555,-34.974925077541,-71.233967512329,,,,,10.5,5.4,
556,48.950699,-122.554398,,,,0.013,,,
557,45.2697,-66.0614,,,,0.039,,,
558,51.6538,-3.006953,,,27.0,8.0,,,
559,32.82,-96.86,,,,0.0,,,
560,32.919206,-96.808498,,,,0.0,,,
561,32.6767,-96.8717,,,,0.027,,,
562,41.4014,-73.4447,,,,0.0,,15.0,
563,29.144291,-95.756601,,,0.0005,0.046,,,
564,26.0864,-80.1114,,,0.001,0.031,,,
565,42.7914,-110.0547,,,0.001,0.062,,,
566,48.246799,-121.603104,,,,,,6.0,
567,41.529999,-90.587502,,0.22,0.003,0.012,,8.0,0.0
568,41.512032,-90.624016,,,,,,4.0,
569,40.984699,-96.6772,,,,0.014,,,
570,38.9025,-76.653099,,,,0.035,,,
571,27.9283,-82.4547,,,,0.012,51.0,,-0.001
572,38.53455,-121.7734,,,0.005,0.026,,10.0,
573,34.3778,-84.0561,,,,0.01,,,
574,43.8333,-66.0833,,,,0.019,,,
575,39.758235,-84.197375,,,,,,3.0,
576,46.318,-117.985,,,,,,3.2,
577,37.9536,-87.29,,,,0.007,,,
578,32.4983,-86.1367,,,,0.005,,,
579,38.894749,-76.953427,,,,,,2.0,
580,42.3075,-83.15,,,,,148.0,80.1,
581,36.5092,-116.8481,,,,0.031,,,
582,39.8669,-88.9256,,,,0.01,,6.2,
583,35.8325,-93.2192,,,,0.038,,,
584,39.6359,-83.2605,,,,0.035,,,
585,40.356694,-83.063971,,,,0.024,,,
586,28.744,77.12,,,,2.0,,,
587,32.952087,-117.264061,,,,0.025,,,
588,35.1353,-106.584702,,,0.012,0.02,17.0,4.4,0.0
589,63.723301,-148.967499,,,,0.037,,,
590,52.0751,4.31587,,,74.07,,26.5973,,
591,52.039,4.35938,,,41.97,35.48,27.63,,
592,52.0771,4.28919,,,54.09,21.4,34.7233,27.8764,
593,52.0751,4.31587,,,62.79,,44.43,,
594,33.1944,-97.1933,,,,0.013,,8.2,
595,39.751099,-104.987198,,1.3,0.029,0.001,69.0,19.5,0.006
596,52.5636,4.8617,,,,,20.7087,,
597,51.5475,5.8382,,,,,18.5633,,
598,51.5359,5.80859,,,,,17.4967,,
599,55.001225,-7.329115,,,7.0,74.0,11.0,8.0,10.0
600,55.002818,-7.331179,,,7.0,36.0,10.0,9.0,10.0
601,46.6822,-71.9678,,,,0.004,,,
602,31.7961,-106.5839,,,,0.006,,11.6,
603,42.0603,-87.8631,,,,0.002,,,
604,46.8214,-71.2208,,,,0.016,,,
605,42.430801,-83.000801,,,0.011,0.007,,,
606,44.728314,-122.182756,,,,,,0.3,
607,46.8511,-95.8467,,,,0.007,,4.0,
608,42.3042,-83.1072,,,,,,,0.003
609,42.3231,-83.0689,,,,,,44.3,
610,43.4356,-89.6803,,,,0.031,4.0,-1.0,
611,52.2966,4.51082,,,30.01,33.56,13.9767,14.0443,-998.0
612,33.3961,-111.968,,0.8,0.02,,,8.5,
613,13.775373291477,100.56892844813,,384.79,0.004,0.02,25.0,,0.002
614,13.762406,100.550598,,1.74,0.0,0.0,65.0,,0.0
615,40.4372,-109.3047,,,,0.02,,,
616,36.3261,-117.9551,,,,,7.0,,
617,36.572725,-121.804919,,,,,,14.0,
618,45.3733,-71.2514,,,,0.012,,,
619,40.7142,-73.995,,,,,,2.1,
620,32.6833,-93.8617,,,,0.0,,,
621,35.111,-98.254997,,,,0.011,,,
622,37.7667,-100.0333,,,,,21.0,,
623,53.518868,-1.138073,,,17.0,,,,
624,51.8007,4.70824,,,29.16,25.7,21.87,,
625,45.2211,-78.9314,,,,0.021,,1.0,
626,47.6472,-72.2914,,,,0.005,,,
627,31.3492,-109.539683,,,,,20.0,2.0,
628,33.7433,-84.7789,,,,0.04,,,
629,38.56844,-121.49311,,,0.005,0.038,22.0,2.0,
630,34.325298,-82.386101,,,,0.003,,,
631,46.8183,-92.0892,,,,0.013,,,
632,55.943197,-4.55973,,,1.0,,,,
633,55.070033,-3.614233,,,11.0,,,,
634,45.5025,-73.6661,,,,0.02,,,
635,42.4992,-79.32,,,,0.011,,,
636,47.320301,-102.526398,,,0.002,0.007,4.0,3.3,0.0
637,33.4265,-112.1181,,,,,27.0,8.1,0.0
638,43.974449,-70.124893,,,,0.01,,,
639,35.9919,-78.8964,,,,0.007,14.0,12.2,0.0
640,30.2294,-90.9656,,,,0.004,,,
641,36.0528,-89.3819,,,,,,9.2,
642,33.6369,-112.3394,,,,0.004,28.0,,
643,32.9881,-97.4764,,,,0.023,,,
644,34.4544,-94.1433,,,,0.036,,,
645,28.704607,-100.451155,,,,,,4.8,
646,51.51895,-0.265617,,,,,45.0,,
647,-33.9177778,151.1347222,,,0.0006,0.011,4.2,,0.106
648,40.6922,-75.2372,,,,0.018,,,
649,27.853897,-82.383414,,,,,,,-0.001
650,45.400799,-93.201103,,,,0.012,,,
651,38.9181,-84.8528,,,,0.02,,,
652,50.805778,0.271611,,,18.0,,26.0,22.0,
653,41.628611,-87.461389,,0.35,,,,,
654,41.7847,-72.6297,,0.14,0.005,0.016,,9.0,0.0
655,36.2047,-86.7444,,,,0.0,,,
656,41.063526,-81.468956,,,,,,10.2,0.0
657,36.085,-83.7644,,,,0.016,,,
658,41.673006,-81.422455,,,,0.002,,,0.001
659,40.631972,-80.547296,,,,,,,0.0
660,40.7575,-74.2005,,0.0,0.003,,,,
661,35.1028,-85.1622,,,,0.011,,,
662,38.611893,-90.160614,,,,0.004,,3.5,
663,37.285599,-79.884201,,0.3,0.009,0.025,,7.7,0.001
664,39.78563,-84.13437,,,,0.006,,,
665,44.761398,-91.413002,,,,0.027,,5.0,
666,38.91661,-122.6084,,,,,,4.0,
667,38.91661,-122.6084,,,,,,17.0,
668,37.74646,-120.1437,,,,,,-1.0,
669,38.81161,-120.033096,,,,0.043,,,
670,36.0388,-85.7331,,,,0.031,,,
671,39.41,-76.2967,,,,0.017,,6.0,
672,55.945589,-3.182186,,,8.0,23.0,10.0,7.0,6.0
673,35.3461,-118.8511,,,0.007,0.012,,,
674,53.5453,-113.4992,,0.1,0.005,0.02,,1.0,
675,53.5472,-113.3681,,0.4,0.013,0.016,,7.0,0.001
676,53.5028,-113.6111,,0.1,0.004,0.018,,0.0,0.0
677,53.5936,-116.3928,,,0.008,0.007,,,
678,39.0667,-88.548302,,,,0.009,,,
679,44.2325,-79.7814,,,,0.01,,,
680,52.0918,6.60537,,,20.69,36.12,16.2409,,3.67
681,51.4687,5.47235,,,29.13,22.35,30.7233,,
682,51.4442,5.44483,,,39.69,,34.4567,,
683,40.7447,-73.5869,,,,,,2.0,
684,-33.547099645619,-70.666204101852,,160.27,19.64,12.41,28.0,8.0,1.39
685,32.817978,-116.968133,,,,0.049,,,
686,32.789561,-116.944222,,,,0.028,,14.6,
687,34.462502,-120.024399,,,,0.022,,,
688,32.7917,-115.5617,,,,0.026,11.0,,
689,33.215,-92.6689,,,,,,11.7,
690,37.70097,-94.03474,,,,0.017,,8.6,
691,42.0494,-88.2731,,,,0.021,,,
692,43.111364,-70.76973,,,,,,,0.001
693,40.662388,-74.214813,,0.3,,,,,0.0
694,40.641441,-74.208366,,0.5,0.014,,,3.9,0.0
695,42.386803,-83.270638,,0.8,0.008,0.001,,,
696,42.38599,-83.266319,,1.3,0.008,0.003,,9.0,
697,38.302591,-121.420838,,,0.001,0.011,,9.0,
698,41.656944,-85.96833,1.73,,,,,13.8,
699,53.6825,-112.8686,,,,0.013,,2.4,
700,46.9936,-120.545,,,,,,11.0,
701,30.525,-87.204399,,,,0.014,,14.1,
702,31.768056,-106.501111,,,,0.016,21.0,7.2,
703,34.2653,-119.1336,,,,0.006,8.0,5.0,
704,-30.232905425471,-71.095116497375,,,,,40.38,,
705,47.9464,-91.4953,,,,0.016,,1.0,
706,41.420882,-82.095729,,,,0.006,,,
707,42.2117,-71.114403,,,0.0,0.026,,,
708,43.123299,-94.693298,,,,0.012,,9.0,
709,40.0025,-85.6569,,,,0.016,,,
710,-36.791231,-73.119152,,0.0,28.36,19.3,26.34,,14.09
711,52.2345,6.91949,,,,,,11.8822,
712,52.2345,6.91949,,,,,,4.03863,
713,45.426351,-117.296066,,,,,,39.1,
714,47.141102,-121.937897,,,,0.024,,,
715,41.840302,-71.361702,0.26,0.21,0.006,0.015,,3.0,0.0
716,40.600556,-112.355,,,,0.027,,1.6,
717,41.644067,-83.54625,,,,0.019,,3.5,
718,42.1428,-80.0372,,,,0.01,,12.9,
719,-22.085518710314,-70.188682515839,,168.87,15.19,24.33,19.69,6.13,9.23
720,55.31531,-3.206111,,,1.0,60.0,,,
721,39.310833,-76.474444,,0.0,0.006,0.017,,,0.001
722,20.67495,-101.35595,,,,0.01,11.0,141.6,0.016
723,21.101789,-101.6347,,0.94,,0.009,28.0,,
724,20.578558,-101.19886,,,,0.007,26.0,,0.011
725,20.558153,-101.20485,,2.35,,0.004,15.0,4.7,0.003
726,21.133894,-101.68025,,0.97,,0.014,31.0,5.2,0.002
727,20.9479,-101.4258,,0.8,,0.015,17.0,426.5,0.004
728,20.565228,-101.18824,,0.2,,0.005,22.0,,0.006
729,20.537683,-100.83994,,0.48,,0.009,15.0,35.4,0.003
730,20.6924,-101.36487,,0.83,,0.018,24.0,,0.008
731,20.518317,-100.81591,,0.9,,0.004,69.0,87.2,0.001
732,21.108683,-101.68863,,0.15,,0.011,21.0,,0.0
733,20.545428,-100.80707,,,,0.01,32.0,,
734,20.657939,-101.34915,,0.73,,0.002,13.0,6.8,0.006
735,-22.462144644634,-68.92806169339,,191.33,,59.0,32.59,9.17,0.08
736,51.6667,-110.2,,,,0.033,,,
737,43.0528,-76.0597,,,,0.013,,,
738,37.7064,-85.8517,,,,0.011,,8.9,
739,44.0263,-123.08377,,,,0.018,,2.4,
740,44.067223,-123.14135,,,,,,2.5,
741,43.176701,-85.416702,,,,0.007,,,
742,33.5819,-82.1314,,,,0.0,,,
743,42.0622,-87.6736,,,,0.01,,,
744,38.0133,-87.5772,0.59,,0.011,0.002,,,0.001
745,37.977222,-87.59639,,0.73,,,,,
746,50.725083,-3.532465,,,47.0,25.0,,,
747,49.6639,-93.7211,,,,0.018,,,
748,38.227066,-122.075624,,,,0.007,,,
749,33.4856,-86.915,,,,0.0,,,
750,32.0475,-110.7739,,,,0.021,,,
751,41.6454,-70.898,,,,0.023,,,
752,39.701099,-75.860001,,,,0.023,,2.0,
753,30.4889,-87.8706,,,,0.004,,,
754,39.613367,-85.870669,,,,0.009,,,
755,33.4522,-111.7331,,,,0.011,,,
756,39.472471,-118.783624,,,,0.031,,,
757,41.6833,-71.169701,,,,0.023,,6.0,0.002
758,37.70264,-89.69864,,,,0.01,,,
759,41.215,-80.485,,,,0.009,,9.5,
760,29.962474,-96.745875,,,,,,8.0,
761,36.011703,-94.167436,,,,0.001,,,
762,30.6575,-81.464167,,,,,,,-0.001
763,37.319444,-93.204444,,,,0.017,,,
764,37.048089,-122.074614,,,,,,0.0,
765,39.602739,-119.247853,,,,0.02,,,
766,19.4824,-99.2435,,0.6,0.016,0.005,5.0,,0.002
767,39.07803,-92.316322,,,,0.011,,,
768,51.6537,4.51527,,,37.91,,31.0874,,
769,38.23158,-85.82675,,,,,,,0.0
770,41.471782,-81.656792,,,,,,,0.001
771,39.960884,-85.939546,,,,,,2.8,
772,38.4592,-82.6339,,,,0.016,,6.7,
773,40.5802,-74.1994,,,,,,1.5,
774,29.489082,-81.276833,,,,0.006,,,
775,35.206111,-111.652778,,,,0.031,,,
776,28.0294,-81.9719,,,,0.011,18.0,10.9,
777,40.515251,-74.806755,,,,0.023,,-0.9,
778,54.765,-101.8753,,,,,-4.0,,
779,43.0289,-83.669403,,,,0.016,,14.8,
780,40.4447,-80.42,,,,0.006,,5.5,
781,40.540556,-86.553056,,,,0.017,,,
782,58.388889,-134.565556,,,,,,18.0,
783,39.04505,-90.86632,,,,0.011,,,
784,38.683304,-121.164457,,,0.003,0.022,,9.0,
785,46.713694,-92.511722,,,,0.015,,1.0,
786,43.6878,-88.4219,,,,0.02,,,
787,34.0994,-117.5047,,,,0.016,,,
788,45.3092,-66.0092,,,,0.015,,9.0,
789,38.631057,-90.281144,,0.26,0.013,,,7.7,
790,39.43734,-123.78766,,,,,4.0,,
791,58.7083,-111.1764,,,,0.012,,1.6,
792,40.5764,-105.0794,,0.4,,0.007,,,
793,40.59254,-105.1411,,,,0.02,,,
794,36.8028,-118.1167,,,,,6.0,,
795,42.209167,-104.548611,,,,,,3.0,
796,40.85355,-73.9661,,0.2,0.02,,,-1.6,
797,57.1889,-111.6406,,,,0.007,,0.6,
798,34.785,-84.6269,,,,0.051,,,
799,53.6989,-113.2233,,,,0.0,,3.5,
800,41.094965,-85.101816,,,,0.011,,5.6,
801,56.82266,-5.101102,,,1.0,44.0,,,
802,33.611,-111.7253,,,,0.013,,,
803,38.771702,-77.108902,,,,0.012,,3.8,0.0
804,44.616901,-86.109398,,,,0.029,,,
805,42.013333,-111.80916,,,,,,2.0,
806,36.7086,-86.5664,,,,0.012,,,
807,47.0147,-70.8644,,,,0.02,,,
808,35.2175,-90.0194,,,,0.004,,,
809,39.42276,-77.37519,,,,0.019,,,
810,45.9578,-66.6475,,,0.001,0.017,,4.0,
811,40.6281,-75.3411,,,,0.016,,9.4,
812,28.3108,-80.6156,,,,0.034,,,
813,28.96443,-95.35483,,,,,,,0.0001
814,45.0517,-72.8617,,,,0.019,,,
815,30.315,-90.8114,,,,0.0,,22.0,
816,47.012907,-114.224273,,,,,,0.5,
817,36.7056,-119.7414,,,,0.006,,,
818,36.785378,-119.773206,,0.37,0.009,0.001,8.0,7.2,0.0
819,36.8414,-119.8744,,,,0.015,,,
820,33.1325,-96.7861,,,,0.021,,,
821,39.13198,-94.53128,,,,,41.0,,
822,35.3792,-82.7925,,,,0.052,,,
823,40.571259,-105.079765,,,,,40.0,19.0,
824,33.6292,-111.676903,,,,0.005,30.0,,
825,32.805818,-97.356567,,,,0.012,,,
826,43.284279,-76.46318,,,,0.004,,,
827,39.333099,-76.550003,,,,0.015,,,
828,35.9514,-87.1375,,,,0.055,,,
829,33.991341,-85.992653,,,,,,16.4,
830,41.504661,-81.690186,,0.3,,,,,
831,29.2544736,-94.8612886,,,0.0017,0.062,,,
832,29.2631,-94.8564,,,,0.042,,8.9,
833,27.8928,-82.5383,,,0.013,0.021,,6.6,
834,25.78343,-100.58587,,,0.0,0.006,148.0,0.0,
835,61.205861,-149.8246,,0.4,,,,6.0,
836,44.104498,-115.972386,,,,,,4.5,
837,44.230621,-69.785004,,,0.003,0.01,,,0.0
838,27.864273,-82.383359,,,,,21.0,,
839,35.2411,-80.7831,,,,0.0,,19.0,
840,41.6067,-87.3047,0.73,,0.014,0.004,1.0,21.8,0.004
841,30.0494,-90.6367,,,,0.0,,,
842,27.893467,-82.679917,,0.4,,,,,
843,37.95683,-119.120872,,,,,,3.0,
844,37.566698,-118.741972,,,,,,3.0,
845,37.956938,-119.120936,,,,,,-3.0,
846,38.7045,-90.1397,,,,,,9.0,
847,50.9844,5.82223,,,-999.0,,-999.0,-999.0,
848,50.9631,5.8107,,,-999.0,,,,
849,-22.063792,-70.185945,,,,,70.46,40.32,
850,33.1787,-84.4052,,,,0.042,,,
851,32.25,-110.9667,,,,,,3.9,
852,36.999571,-121.574684,,,,0.008,,1.0,
853,52.56083333,19.68861111,,363.0,26.7,14.0,,,29.0
854,48.5103,-113.9956,,,,0.019,,,
855,55.872038,-4.270936,,,27.0,,,,
856,55.860936,-4.238214,,,24.0,,17.0,14.0,
857,55.85917,-4.258889,,,56.0,,,,
858,55.865782,-4.243631,,,22.0,24.0,17.0,10.0,
859,53.46008,-2.472056,,,14.0,17.0,,,
860,39.1694,-76.6281,,,,0.008,,,
861,33.5694,-112.1915,,,,0.001,15.0,5.2,
862,34.1439,-117.8508,,,,0.007,10.0,0.0,
863,35.9525,-96.0033,,,,0.006,,11.8,
864,-22.093082,-70.20121,,,,,,,0.5243
865,-22.093082,-70.20121,,,,,26.25,,0.2
866,51.2958,-116.9717,,,,,10.0,0.7,
867,39.7419,-105.1786,,,,0.03,,,
868,35.1594,-97.4728,,,,0.001,,,
869,34.445301,-119.827797,,,,0.003,1.0,1.0,
870,36.5144,-87.3278,,,,,,10.0,
871,36.512297,-121.434931,,,,,,3.0,
872,53.3047,-60.3644,,,,0.031,,,
873,38.9564,-106.9858,,,,0.041,,,
874,30.39,-89.0497,,,,0.004,,13.0,
875,43.3431,-87.9208,,,,0.016,,,
876,32.4419,-97.8033,,,,0.003,,,
877,43.3306,-81.7425,,,,0.006,,5.0,
878,36.055,-112.1531,,,,0.024,,,
879,49.0194,-55.8028,,,,0.015,,,
880,49.0311,-118.4392,,,,,,6.7,
881,39.063599,-108.561096,,0.2,,,,,
882,39.063599,-108.561096,,,,,9.0,3.5,
883,47.9721,-89.6908,,,,,,3.0,
884,42.984699,-85.671097,,0.68,,0.001,,8.8,0.002
885,43.67083,-110.599403,,,,0.039,,,
886,56.010319,-3.704399,,,18.0,,14.0,8.0,1.0
887,56.013142,-3.710833,,,11.0,,,,
888,41.75487,-86.11009,,,,0.015,,,
889,45.931301,-116.115196,,,,,,0.0,
890,42.434149,-123.348466,,,,,,2.3,
891,32.98426,-97.063705,,,,0.025,,,
892,39.234402,-121.055603,,,,0.041,,2.0,
893,38.2383,-82.9883,,,,0.02,,,
894,39.0053,-114.2158,,,,0.034,,,
895,54.684233,-2.450799,,,,64.0,,,
896,47.494318,-111.303317,,,,,,3.3,
897,40.3053,-79.5061,,,,0.006,,8.8,
898,40.4147,-104.7061,,,,,,15.1,
899,40.3861,-104.7367,,,,0.005,,,
900,44.5167,-87.9939,,,,,,1.0,0.0
901,44.53,-87.9089,,,,0.014,,,
902,37.9081,-80.632797,,,,0.021,,,
903,42.605816,-72.596689,,,,0.008,,10.0,
904,36.048739,-115.052881,,,,0.031,12.0,1.8,
905,31.8794,-110.9964,,,,0.012,5.0,6.0,
906,33.153077,-96.115561,,,,0.0,,,
907,34.843899,-82.414597,,,0.024,,19.0,119.5,0.001
908,41.0036,-73.5853,,,,0.023,,,
909,33.4609,-112.1175,,0.3,0.011,,37.0,,
910,39.32756,-121.66881,,,,,,10.0,
911,53.2178,6.5789,,,26.92,,35.7367,19.2916,
912,53.2465,6.60894,,,8.44,45.03,,22.8065,
913,41.3536,-72.0789,,,,0.018,,5.0,
914,27.4808,-82.6186,,,,0.022,,,
915,41.492191,-81.678552,,0.6,0.03,0.001,34.0,8.5,0.001
916,23.12,113.32,,,,,,26.0,
917,33.9636,-84.0664,,,,0.0,,12.1,
918,52.3705,4.64232,,,-998.0,22.18,38.83,,
919,39.632301,-81.670097,,,,,,,0.0
920,51.680579,-3.133508,,,37.0,,,,
921,39.565601,-77.721901,,,,0.021,,5.0,
922,22.06047,88.109737,,560.0,46.86,13.8,31.4,,26.94
923,44.6478,-63.5722,,,,0.008,,,
924,39.383372,-84.544083,,,,0.009,,,
925,43.2561,-79.8617,,,,0.003,,6.0,
926,46.243621,-114.158889,,,,,,-1.6,
927,41.6394,-87.4936,,,,0.022,,,0.001
928,37.103683,-76.386948,,0.2,0.001,0.019,,4.3,0.0
929,29.863952,-94.3178,,,,0.005,,14.7,
930,36.3144,-119.6436,,,,0.005,72.0,18.0,
931,37.606098,-77.218903,,,,0.02,,,
932,43.8364,-82.6431,,,,0.025,,,
933,51.5993,-0.068218,,,50.0,,,10.0,
934,26.200278,-97.712501,,,,0.028,,,
935,44.916,17.349,,0.0,6.0,147.0,42.0,,4.0
936,40.246992,-76.846988,,,,0.023,,0.8,
937,43.4981,-87.81,,,,0.022,,4.0,
938,40.613864,-79.729569,,,,0.007,,,
939,41.302799,-111.988297,,,,0.022,,,
940,41.771444,-72.679923,,0.2,0.006,,14.0,8.0,
941,39.2572,-76.3446,,,,0.033,,,
942,41.446682,-81.662419,,,,,,,-0.001
943,36.1106,-80.2267,,,0.017,0.003,,17.4,0.0
944,31.322779,-89.287498,,,,,,19.5,
945,7.010000800002,100.29000030001,,0.47,0.012,0.005,34.0,,0.0
946,42.7708,-71.1028,,,,0.014,,4.0,
947,19.4308,-155.2578,,,,,,,0.0
948,32.7592,-97.3414,,,,,,8.4,
949,40.733501,-111.871696,,0.24,0.01,0.026,6.0,2.2,0.001
950,33.006268,-110.786484,,,,,42.0,,0.001
951,37.6547,-122.0317,,,,0.031,,,
952,37.2831,-83.2203,,,,0.01,,8.4,
953,34.256901,-97.474197,,,,0.007,,7.7,
954,40.026037,-82.433,,,,0.024,,,
955,50.9003,5.98685,,,-999.0,-999.0,19.3448,14.7623,
956,50.888,5.9705,,,-999.0,,-999.0,-999.0,
957,33.3169,-86.825,,,,0.001,,,
958,52.3883,6.40293,,,18.18,34.33,25.4433,,
959,39.263914,-86.292261,,,,0.024,,,
960,38.263394,-90.379667,,,,,,,0.0
961,29.35291,-98.332838,,,,,,6.0,
962,38.8386,-94.7464,,,,0.017,,11.2,
963,35.743477,-120.877239,,,,,,0.0,
964,45.828968,-119.262991,,,,0.018,,,
965,34.8275,-89.9889,,,,0.02,,10.5,
966,40.2722,-76.6814,,,,0.026,,,
967,34.416506,-117.285602,,,,0.019,5.0,,
968,35.73,-81.37,,,,,,21.0,
969,32.884761,-112.03705,,,,,100.0,,
970,39.5689,-104.9572,,,,0.031,,,
971,54.334944,-0.80855,,,2.0,24.0,,,
972,33.507999,-111.837799,,,,0.004,60.0,,
973,45.8156,-70.8597,,,,0.019,,,
974,34.751801,-82.256699,,,,0.001,,,
975,37.256069,-93.299692,,,,0.012,22.0,13.4,
976,45.528501,-122.972398,,,,,,1.4,
977,19.717562,-155.110535,,,,,,13.0,0.0
978,52.2351,5.18155,,,-998.0,,28.6967,26.6464,
979,52.2351,5.18155,,,60.42,,21.39,8.42479,
980,32.346905,-90.225928,,,,0.0,,14.4,
981,13.732878086814,100.48601837802,,0.74,0.018,0.005,24.0,,0.001
982,32.7267,-103.1233,,,,0.014,,,
983,51.9778,4.12194,,,-999.0,-999.0,48.5913,31.3478,
984,39.82,-80.2897,,,,0.048,,12.0,
985,44.736465,-68.671143,,,,0.035,,,
986,28.1953,-82.7578,,,,0.019,,,
987,42.767799,-86.148598,,,,0.028,,,
988,36.8442,-121.361099,,,,0.014,22.0,1.0,
989,40.8278,-73.0575,,,,0.021,,3.4,
990,25.4719,-80.4828,,,,,,8.5,
991,50.792287,-3.196702,,,4.0,,,,
992,21.310301,-157.858093,,0.3,,,16.0,3.0,0.0
993,52.3275,4.71501,,,-999.0,-999.0,26.0652,,
994,51.8674,4.35524,,,-999.0,-999.0,37.4609,-999.0,
995,40.5625,-80.5042,,,,0.02,,,
996,33.3864,-86.8167,,,,0.0,,16.3,
997,49.36972,-121.49944,,,0.003,0.038,,,0.002
998,43.46611,-88.621109,,0.16,,0.015,6.0,1.0,0.0
999,51.165865,-0.167734,,,22.0,,,,
1000,38.5876,-76.1408,,0.11,,0.021,,0.0,0.0
1001,51.4541,6.1082,,,,,22.9048,12.5714,
1002,37.3297,-80.5578,,,,0.042,,,
1003,-30.22771876878,-71.086190580704,,,,,93.15,,
1004,19.4116,-99.1522,,0.6,0.028,0.006,15.0,11.0,0.002
1005,29.670025,-95.1285077,,0.1,0.002,0.052,19.0,10.0,0.0001
1006,44.3106,-84.891899,,,0.001,0.001,,6.8,
1007,38.1761,-89.7883,,,,0.008,,,
1008,29.9011,-95.3261,,,,0.003,,20.8,
1009,29.9010364,-95.3261373,,,-0.0006,0.056,,,
1010,29.6958,-95.4992,,,,0.0,,,
1011,29.6957294,-95.499219,,,0.0008,0.052,,,
1012,29.623889,-95.474167,,,,0.049,,,-0.0001
1013,29.670025,-95.128508,,,,0.0,,10.5,
1014,29.7681,-95.2206,,,,0.0,,17.5,
1015,29.7679965,-95.2205822,,,0.0039,0.06,,,
1016,54.3972,-126.645,,,,,24.0,,
1017,29.625556,-95.267222,,,,0.045,,,-0.0004
1018,29.81453,-95.38769,,0.3,0.0031,,,,
1019,29.8281,-95.2842,,,,0.0,,,
1020,29.8280859,-95.2840958,,,,0.044,,,0.0001
1021,29.68639,-95.294724,,,,0.0,,3.9,
1022,29.7216,-95.49265,,,-0.0019,,,,
1023,29.752778,-95.350278,,,0.0035,0.044,,,
1024,29.7233,-95.6358,,,,0.001,,,
1025,29.723333,-95.635833,,,,0.048,,,
1026,33.368916,-79.296617,,,,,23.0,,
1027,39.143197,-76.846192,,0.2,0.015,,,11.0,
1028,45.203963,-68.740041,,,,0.023,,,
1029,44.180901,-85.738998,,,,0.036,,,
1030,29.7647877,-95.1785379,,,0.009,0.048,,,
1031,-12.01689,-76.94883,,0.6,0.0243,0.0132,68.4,34.0,0.0041
1032,19.540055,101.048298,,0.23,0.003,0.005,12.0,,0.0
1033,12.735201666146,101.13567139733,,0.28,0.001,0.059,45.0,,0.004
1034,-28.469998068842,-71.219652562817,,,,,,14.86,
1035,39.055302,-76.878304,,0.06,,0.009,,7.0,0.0
1036,30.05786,-95.06147,,,,0.059,,,
1037,51.4344,4.35984,,,28.54,20.3,21.9233,,
1038,53.74878,-0.341222,,,29.0,12.0,,17.0,2.0
1039,53.758971,-0.305749,,,38.0,,25.0,,
1040,45.4369,-75.7261,,,,0.004,,,
1041,33.9828,-111.7987,,,,0.027,,,
1042,38.425301,-82.425301,,,,0.015,,,
1043,43.97,-74.22,,,,0.006,,,
1044,34.6917,-86.591698,,,,0.001,,15.7,
1045,36.1994,-120.0991,,,,,,4.0,
1046,37.179,-113.3052,,,0.001,0.011,,,
1047,36.2975,-86.6525,,,,0.053,,17.3,
1048,43.823017,-115.838557,,,,,,0.6,
1049,43.4683,-112.053101,,,,,,2.0,
1050,51.83518056,20.788889,,217.0,16.6,38.8,21.6,,3.5
1051,28.56,77.094,,910.0,39.18,61.66,1.05,56.82,
1052,25.3636,85.0755,,2720.0,99.24,16.6,,256.0,
