,latitude,longitude,bc,co,no2,o3,pm10,pm25,so2
1558,19.3919,-99.0281,,0.2,0.021,0.007,,7.0,0.001
1559,37.8933,-84.5892,,,,0.014,,,
1560,43.6856,-74.9864,,,,0.02,,,
1561,51.8414,5.85778,,557.99,50.1,,31.47,13.5626,
1562,51.8382,5.85694,,333.39,25.95,24.87,,16.9822,
1563,33.2136,-115.5444,,,,0.005,10.0,2.0,
1564,39.3961,-89.8094,,,,0.009,,,
1565,35.04676,-120.58777,,,,,15.0,0.0,
1566,35.0315,-120.50101,,,0.001,0.017,6.0,,
1567,47.863943,106.779094,,3122.0,26.0,3.0,895.0,362.0,21.0
1568,39.0217,-84.4744,,,,0.017,,6.1,
1569,34.8306,-92.2594,,,,0.014,,,
1570,42.261669,-83.157893,,,,,,19.7,0.0
1571,33.5531,-86.815,,,,0.012,6.0,9.6,
1572,40.068333,-85.9925,,,,0.021,,,
1573,12.7053545,101.1818364,,0.54,0.01,0.012,20.0,,0.003
1574,31.337204,-110.936722,,,,,19.0,9.0,
1575,34.5275,-120.1956,,,,0.016,,,
1576,36.85555,-76.30135,,0.3,0.005,,,,0.0
1577,40.5169,-88.9975,,,,0.008,,,
1578,40.1122,-75.3092,,,,0.018,,,
1579,52.271886,-0.879898,,,17.0,27.0,,,
1580,46.3175,-79.4453,,,,0.011,,4.0,
1581,36.5428,-117.9912,,,,,10.0,,
1582,47.4902,-121.772697,,,,0.012,,1.4,
1583,42.1406,-87.7994,,,,0.0,,4.9,
1584,49.15833,-122.90167,,,,0.006,,2.7,
1585,35.612801,-97.472198,,0.5,,0.001,21.0,12.4,0.0
1586,33.560299,-112.066299,,,,0.005,19.0,7.1,
1587,64.762973,-147.310297,,,,,,30.7,
1588,40.253502,-111.6632,,0.1,0.029,0.034,3.0,7.9,
1589,34.988602,-82.0756,,,,0.0,,,
1590,30.0394,-95.6739,,,,0.0,,,
1591,30.039524,-95.6739508,,,0.002,0.046,,,
1592,45.6425,-65.7028,,,,0.01,,,
1593,52.614193,1.301976,,,13.0,11.0,20.0,17.0,
1594,41.515051,-81.249906,,,,0.024,,,
1595,52.95473,-1.146447,,,30.0,20.0,13.0,12.0,1.0
1596,52.969377,-1.188851,,,26.0,,15.0,,
1597,33.698611,-84.272608,,,0.021,,,,
1598,33.778315,-84.391418,,0.9,0.032,,,,
1599,28.591,77.05,,1070.0,48.8,7.6,,,
1600,-36.659117056491,-72.479961370361,,347.82,4.22,25.31,8.52,,6.29
1601,-36.735998,-73.118693,,1200.9,12.54,,19.75,11.22,5.48
1602,38.70608,-92.09308,,,,0.008,,,
1603,-34.0530556,150.4972222,,,0.0006,0.023,,,0.121
1604,48.294399,-122.660004,,,,,,1.1,
1605,37.743061,-122.169907,,0.4,0.008,0.01,,3.0,
1606,37.8148,-122.282402,0.9,0.54,0.015,0.007,,4.0,0.001
1607,42.4631,-83.183296,,,,0.016,,,
1608,43.74436,-122.480506,,,,,,4.2,
1609,25.67555,-100.33833,,,,0.004,99.0,,
1610,19.117561,-155.778137,,,,,,9.0,0.002
1611,31.870253,-102.334756,,,,,,10.3,
1612,31.8367,-102.3419,,,,,,4.4,
1613,43.002201,-70.745796,,,,0.035,,,
1614,41.206402,-111.975197,,,0.011,0.026,185.0,-0.6,
1615,41.6175,-87.1992,,,,0.001,,17.4,
1616,35.4389,-119.0158,,,,0.004,,,
1617,34.4483,-119.2303,,,,0.002,,1.0,
1618,35.4772,-97.4943,,,0.018,0.007,,,
1619,36.2676,-117.993,,,,,4.0,,
1620,52.502436,-2.003497,,,29.0,,,,
1621,39.2981,-76.604698,,,0.015,,,1.0,
1622,48.39999,-119.518959,,,,,,13.0,
1623,13.705459031688,100.31567469065,,0.4,0.001,0.007,15.0,,0.015
1624,38.8994,-90.44917,,,,0.01,,,
1625,35.3772,-89.8319,,,,0.016,,,
1626,28.3478,-81.6367,,,,0.01,,,
1627,30.1972,-82.445,,,,0.008,,,
1628,-40.584478665958,-73.11871982209,,,,,23.47,11.08,
1629,32.579361,-116.929486,,,,0.019,,-2.5,
1630,43.1683,-83.4617,,,,0.019,,,
1631,45.4322,-75.6764,,,,0.02,,3.0,
1632,52.28,4.77077,,,-999.0,,29.2217,,
1633,40.054848,-109.68737,,,0.001,0.026,,,
1634,37.7808,-87.0756,,,,0.005,,9.3,
1635,39.5327,-84.7286,,,,0.008,,,
1636,51.751745,-1.257463,,,61.0,,,,
1637,51.744806,-1.260278,,,28.0,,28.0,17.0,
1638,39.595798,-110.769997,,,0.002,0.029,,,
1639,0.0,0.0,,,,0.002,,,
1640,38.4902,-90.7052,,,,0.008,,,
1641,39.462002,-76.631599,,,,0.021,,5.0,
1642,-38.764767451719,-72.598795682209,,228.98000000000002,,,16.32,8.26,
1643,19.2065,-155.4689,,,,,,-2.0,0.053
1644,20.902031,-156.370344,,,,,,4.0,
1645,41.726811,-81.242156,,,,0.004,,6.5,0.0
1646,15.707848227166,100.1319285287,,0.52,0.014,0.013,29.0,,0.002
1647,14.523536277394,100.92917127159,,,0.023,0.006,34.0,,
1648,29.686667,-81.656389,,,,,8.0,,
1649,39.1306,-108.3139,,,,0.034,,,
1650,61.5989,-149.106216,,,,,4.0,-2.0,
1651,33.8497,-116.54,,,,0.025,8.0,,
1652,34.8803,-101.6649,,,,0.034,,,
1653,36.173417,-115.332714,,,,0.024,10.0,,
1654,39.70845,-121.61731,,,,0.04,,,
1655,34.5414,-119.7906,,,,0.013,,,
1656,39.753889,-121.624444,,,,,,2.0,
1657,45.4125,-71.8744,,,,0.023,,,
1658,46.77417,-71.36972,,,0.001,0.001,,4.0,
1659,48.2344,-78.9833,,,,0.001,,,
1660,32.8686,-97.9058,,,,0.027,,,
1661,61.3267,-149.569707,,,,,1.0,-3.0,
1662,34.093899,-80.962196,,0.4,0.007,0.002,,,0.001
1663,29.686389,-95.294722,,,0.0029,0.045,,,-0.0002
1664,40.437431,-79.863572,,,,,,12.0,
1665,36.5975,-119.5036,,,,0.013,,,
1666,-33.464142,-70.660797,,3700.67,66.84,11.45,122.0,80.0,0.0
1667,34.7561,-92.2758,,,,0.004,,11.0,
1668,45.3378,-80.0378,,,,0.019,,6.0,
1669,39.0905,-79.6617,,,,0.022,,,
1670,34.0833,-118.1081,,,,0.002,,,
1671,30.377501,-88.533897,,,0.021,0.005,,,0.0
1672,35.61467,-120.65691,,,,0.012,1.0,,
1673,56.7522,-111.4761,,,,0.013,,2.7,
1674,41.106486,-81.503547,,0.1,,0.03,,,
1675,37.689615,-121.631916,,,0.001,0.039,,,
1676,36.106372,-115.253353,,,,0.031,1.0,,
1677,42.607575,-113.785297,,,,,,2.4,
1678,31.3658,-109.7309,,,,,12.0,,
1679,37.6511,-97.3622,,,,,13.0,,
1680,27.3503,-82.4797,,,0.006,0.02,17.0,,
1681,29.5467,-82.2969,,,,0.008,,8.5,
1682,21.392834,-157.969131,,,,,39.0,4.0,
1683,41.4789,-75.5781,,,,0.029,,,
1684,19.3251,-99.2041,,0.3,0.011,0.019,36.0,34.0,0.003
1685,55.657472,-3.196527,,,3.0,41.0,,,
1686,34.285599,-79.744698,,,,0.003,,,
1687,13.0339,77.51321111,,930.0,31.89,,,,
1688,43.132442,-71.458267,,,,,,,0.001
1689,45.652231,-118.823033,,,,,,1.3,
1690,40.7208,-77.9319,,,,0.014,,,
1691,44.952,-68.6477,,,,0.013,,,
1692,30.3681,-87.2708,,,,0.019,,,
1693,40.6869,-89.6072,,,,0.0,,,
1694,40.745,-89.5861,,,,0.019,,,
1695,40.6978,-89.5889,,,,,,9.6,
1696,30.262808,-81.606834,,,,,,-1.0,
1697,44.0878,-75.9744,,,,0.01,,,
1698,36.1506,-86.6211,,,,0.014,,,
1699,25.586399,-80.326897,,,,0.021,,,
1700,45.2066,-90.5969,,,,0.03,,,
1701,45.2039,-90.6,,,,,,6.0,
1702,51.8879,4.38881,,,-995.0,,-995.0,,
1703,33.7914,-117.2419,,,,0.005,,,
1704,44.3,-78.35,,,,0.008,,2.0,
1705,34.822498,-109.891899,,,,0.03,,,
1706,40.868,-73.8782,,,,0.013,,,
1707,38.812069,-76.744186,,,,0.013,,,
1708,13.797855,100.551338,,0.3,0.009,,59.0,,
1709,34.425052,-117.589813,,,,0.018,,,
1710,51.2945,3.74948,,,32.42,26.28,39.15,,15.39
1711,32.4678,-85.0839,,,,0.001,,,
1712,33.503601,-112.095001,,0.31,0.011,0.005,17.0,7.0,0.0
1713,18.286776118257,99.506314173843,,0.58,0.009,0.01,21.0,,0.001
1714,54.4494,-90.2175,,,,0.02,,,
1715,34.0131,-118.059196,,,,0.001,,,
1716,45.6819,-62.6953,,,0.0,0.008,,,
1717,44.373786,-100.287269,,,,,,1.4,
1718,37.4828,-82.5353,,,,0.012,,6.4,
1719,33.181173,-84.410054,,,,0.026,,,
1720,33.4107,-96.9437,,,,0.007,,,
1721,32.508308,-111.30806,,,,0.002,31.0,,
1722,32.891056,-111.570503,,,,,25.0,,
1723,42.8698,-109.8708,,,0.008,0.036,,4.2,
1724,42.8698,-109.8708,,,0.003,0.036,,5.0,
1725,47.536712,-116.236867,,,,,7.0,2.0,
1726,39.705799,-79.011902,,0.11,,0.028,,10.0,0.0
1727,33.712299,-111.852699,,,,0.018,,,
1728,36.485001,-121.155602,,,,0.001,,,
1729,42.0972,-77.2103,,,,0.021,,-0.6,
1730,34.4044,-118.81,,,,0.008,,3.0,
1731,43.4556,-74.515,,,,0.026,,,
1732,41.832199,-95.928101,,,,0.014,,,
1733,41.668098,-95.9431,,,,0.014,,,
1734,35.638599,-77.358002,,,,0.024,,13.3,
1735,49.24528,-122.70889,,,,0.015,,,
1736,42.4478,-73.2547,,,,,,4.0,
1737,38.7272,-120.8181,,,,0.031,,,
1738,12.97378,101.212844,,,0.008,0.007,16.0,,0.0
1739,39.506,-119.789,,,,,17.0,,
1740,38.9856,-86.99,,,,0.015,,,
1741,47.3386,-116.885902,,,,,,1.6,
1742,50.37167,-4.142361,,,28.0,38.0,16.0,12.0,
1743,48.8183,-72.7428,,,,0.001,,,
1744,52.334,4.77401,,270.7,58.6,,23.5083,19.7375,
1745,52.4893,4.64053,,,,,22.9208,12.5208,
1746,52.5636,4.8617,,,,,27.6542,,
1747,52.4202,4.83206,,,73.6,,20.0083,,
1748,52.3275,4.71501,,,59.3,6.0,-999.0,,
1749,52.463,4.60184,,478.7,58.0,,28.9083,20.3792,1.0
1750,52.28,4.77077,,,54.1,,21.2625,,
1751,52.4789,4.57934,,,,,-999.0,-999.0,
1752,52.4744,4.6288,,,,,27.413,18.3739,
1753,52.494,4.60199,,259.1,56.5,,26.8583,22.1042,1.3
1754,42.876701,-112.460297,,,,,4.0,-0.2,
1755,42.916401,-112.5158,,,,,,,0.005
1756,41.083099,-75.3283,,,,0.02,,7.2,
1757,52.28098306,20.95555556,,,,52.0,,,
1758,47.6925,-114.0122,,,,,1.0,,
1759,39.038502,-82.045601,,,,,,,0.0
1760,34.0667,-117.7506,,,,0.008,,,
1761,26.2906,-80.0969,,,,0.034,,,
1762,36.697189,-97.081278,,,,,,12.9,0.0
1763,18.009556,-66.62725,,,,,27.0,,
1764,39.1694,-76.6281,,,,0.033,,,
1765,41.6167,-87.1458,,,,,9.0,,
1766,30.5019,-91.2111,,,,0.003,,,
1767,48.115,-123.436434,,,,,,6.1,
1768,29.8942,-93.9875,,,,0.0,,,
1769,50.71124,-57.36365,,,,0.036,,,
1770,43.917953,-69.260803,,,,0.021,,,
1771,36.0319,-119.055,,,,0.038,,4.0,
1772,45.61394,-61.36235,,,0.003,0.023,,4.0,
1773,48.998333,-116.359419,,,,,,9.2,
1774,42.9533,-82.4564,,,,0.014,,16.6,0.002
1775,43.660248,-70.268967,,,-0.001,0.031,,3.2,0.002
1776,45.39916,-122.7455,,0.18,0.014,0.019,,,
1777,45.768531,-122.7721,,,,0.008,,1.8,
1778,45.496641,-122.602877,,0.13,0.002,0.034,,1.5,0.0
1779,45.25928,-122.588151,,,,0.029,,,
1780,27.638611,-82.547778,,,,0.016,,,0.001
1781,39.808334,-120.471664,,,,,,30.0,
1782,29.1092,-80.9939,,,,0.003,,,
1783,43.075367,-70.748014,,,23.0,23.009,29.0,20.5,0.001
1784,38.754595,-82.917,,,,,,,0.0
1785,42.6725,-81.1647,,,,0.008,,4.0,
1786,51.58395,-3.770822,,,18.0,27.0,12.0,9.0,1.0
1787,48.129101,-122.7789,,,,,,6.7,
1788,51.1192,6.0424,,,13.96,37.53,,,
1789,41.5517,-86.3706,,,,0.011,,,
1790,45.5639,-88.81,,,0.0,0.029,,2.0,0.0
1791,46.921,-116.89625,,,,,,5.8,
1792,42.692131,-90.696373,,,,,,3.0,
1793,49.8891,-124.5625,,,,,3.0,0.0,
1794,49.8875,-124.5583,,,,,5.0,0.2,
1795,14.349366683822,100.56853549578,,0.68,0.01,0.009,16.0,,0.0
1796,39.83562,-84.72049,,0.1,,0.015,,8.3,
1797,34.546667,-112.476111,,,,0.005,,,
1798,46.682299,-68.016195,,,,,6.0,2.0,
1799,53.76559,-2.680353,,,38.0,16.0,,11.0,
1800,53.9147,-122.7419,,,0.005,0.002,,9.1,0.001
1801,30.7008,-91.0561,,,,0.029,,,
1802,37.17,-78.31,,,,0.037,,,
1803,44.299787,-120.844773,,,,,,2.2,
1804,-37.068142,-72.289451,,545.97,3.01,5.63,5.68,,0.78
1805,-33.7947222,150.9125,,0.0,0.0006,0.015,7.7,,0.122
1806,41.8081,-71.415,0.19,,,,,4.0,
1807,42.290094,-123.2321,,,,,,2.3,
1808,36.228298,-95.25,,,,0.008,,,
1809,40.73,-73.984459,,,,,,5.0,
1810,40.641819,-74.018707,,,,,,2.9,
1811,41.9767,-91.6878,,0.16,,0.008,,12.0,0.0
1812,41.97677,-91.68766,,,,,,9.0,
1813,13.76963,100.614562,,,0.02,0.008,61.0,,0.002
1814,-32.718589,-71.407282,,,8.93,8.51,,,6.9
1815,-33.437811379126,-70.750171233135,,130.09,32.64,24.16,28.5,10.0,
1816,-33.591390623022,-70.594788,,354.89,18.12,14.32,39.5,14.0,1.32
1817,-11.8632528,-77.0741333,,0.9,0.0224,0.0025,149.7,28.9,0.0014
1818,52.19172722,20.83888889,,,10.2,27.9,,20.4,9.7
1819,46.7245,-117.1801,,,,,,5.7,
1820,19.4583,-154.8833,,,,,,,0.001
1821,28.6683,77.1167,,2.1,143.8,17.4,301.0,181.0,3.3
1822,-53.158295492238,-70.921497482453,,,,,,3.99,
1823,-36.923329602986,-73.036132300941,,,,,49.69,15.15,
1824,35.5872,-83.0753,,,,0.052,,,
1825,-36.616167751711,-72.093040558483,,,,,21.79,10.21,
1826,47.140499,-122.299202,,,,,,0.2,
1827,39.9428,-81.3373,,,,0.011,,,
1828,40.7375,-73.8244,,,,0.011,,0.8,
1829,33.289398,-111.292801,,,,0.026,,,
1830,52.9822,-122.4922,,,0.001,0.009,,5.2,0.0
1831,-33.365775677885,-70.748288055225,,777.9,66.27,4.46,134.5,39.0,2.34
1832,-33.349626928347,-70.723792612552,,,,,51.0,19.0,
1833,-33.344152616081,-70.739593505859,,,,,89.4,22.04,
1834,-36.743905,-72.47721,,123.69,4.21,29.39,25.9,,7.81
1835,-33.047466597243,-71.434512871895,,,,,141.4,22.48,
1836,39.9175,-91.3358,,,,0.012,,,
1837,39.9369,-120.9478,,,,,,11.0,
1838,-32.78786,-71.527718,,,,,,,7.41
1839,-32.786170116898,-71.531435220917,,437.3,41.68,44.77,,,13.01
1840,22.627875,88.3804,,940.0,28.55,25.03,5.7,,
1841,22.627875,88.3804,,890.0,83.6,23.92,66.2,,
1842,42.7783,-87.805,,,,0.008,,,
1843,44.9,18.83,,89.0,3.0,3.0,16.0,,13.0
1844,40.603943,-74.276176,,,,,,1.5,
1845,13.729830133162,100.53649416504,,0.68,,,86.0,,
1846,41.058617,-74.255547,,,,0.022,,,
1847,-34.162314609087,-70.713919225517,,801.36,,,40.38,8.68,4.19
1848,-34.143888375919,-70.737131207664,,,,,185.04,126.59,
1849,38.897611,-119.732101,,,,,,5.0,
1850,-33.9333333,151.2419444,,,0.024,0.002,10.4,,0.0
1851,40.086941,-108.761002,,,0.0,0.029,,3.0,
1852,22.627875,88.3804,,1110.0,28.14,47.32,61.2,34.6,-1.2
1853,40.3833,-75.9686,,,,0.021,,6.4,
1854,51.454896,-0.940382,,,38.0,,29.0,,
1855,51.45309,-0.944067,,,45.0,7.0,28.0,22.0,
1856,40.170917,-122.255667,,,,0.008,,-1.0,
1857,52.2989,-113.7942,,,,0.006,,2.9,
1858,40.5497,-122.3792,,,,0.025,,,
1859,35.64366,-120.23134,,,,0.039,,,
1860,47.878159,-95.029172,,,,,,6.0,
1861,34.0603,-117.1594,,,,0.013,,,
1862,33.5079,-111.754601,,,,0.013,,,
1863,40.204433,-109.35321,,,0.004,0.023,,,
1864,37.4828,-122.2022,,0.41,0.013,0.002,,2.0,
1865,50.45,-104.6169,,,,0.004,3.0,,
1866,39.757837,-84.191668,,0.2,,,,,
1867,52.55094028,19.70527778,,690.0,13.3,21.1,16.0,10.4,6.4
1868,-34.394541417902,-70.852981542328,,,,13.33,1.0,,
1869,39.525082,-119.807716,,0.3,0.022,0.015,7.0,-4.0,0.0
1870,44.348604,-96.807299,,,,0.008,9.0,5.9,
1871,34.1992,-118.5331,,,,0.006,,12.0,
1872,13.652156925663,100.53183964688,,0.48,0.008,0.022,20.0,,0.004
1873,46.3349,-116.535797,,,,,,0.4,
1874,43.809486,-111.800475,,,,,,1.9,
1875,38.75976,-94.57997,,,,0.022,,17.0,
1876,45.6453,-89.4125,,,,,,,0.0
1877,-33.6183333,150.7458333,,,0.008,0.01,11.3,6.0,0.0
1878,37.9478,-122.3636,,,,,,,0.001
1879,49.14139,-123.10833,,,,0.002,,,
1880,51.8694,4.58006,,,-999.0,-999.0,34.8391,27.5739,
1881,38.75264,-90.44884,,,0.014,,,,0.001
1882,40.283092,-74.742645,,,,0.018,,2.8,
1883,39.541801,-107.784103,,,,0.008,,,
1884,39.531799,-107.782303,,,,,,7.0,
1885,32.414342,-111.154544,,,,,31.0,,
1886,33.7188,-111.6718,,,,0.011,,,
1887,38.2183,-121.77,,,,,,5.0,
1888,47.127998,-118.381897,,,,,,5.1,
1889,40.9617,-72.715,,,,0.022,,,
1890,35.0508,-85.2931,,,,,,12.0,
1891,34.0103,-117.4258,,,,0.01,5.0,7.0,
1892,38.895683,-76.958089,,0.72,0.013,0.003,,,-0.002
1893,45.6569,-73.575,,,0.001,0.027,,,
1894,28.5648,77.1744,,5200.0,162.3,22.6,566.0,266.0,
1895,28.5648,77.1744,,1500.0,24.2,101.3,57.0,17.0,26.0
1896,40.9606,-85.3803,,,,0.012,,,
1897,43.9947,-92.4497,,,,0.012,,5.5,0.0
1898,51.45617,0.634889,,,31.0,7.0,24.0,21.0,16.0
1899,38.4772,-78.816704,,,0.015,0.007,,,0.001
1900,41.5144,-90.5172,,,,0.011,,,
1901,41.182079,-74.028191,,,,0.02,,3.1,
1902,42.335,-89.0381,,,,0.003,,,
1903,39.114399,-77.106903,,,,0.007,,2.0,
1904,32.9361,-96.4592,,,,0.012,,,
1905,35.551899,-80.394997,,,,0.005,,,
1906,39.33188,-94.5806,,,,0.012,,,
1907,39.9128,-105.1883,,,,0.029,,,
1908,40.2778,-105.5453,,,,0.037,,,
1909,49.28083,-122.84917,,,,,,3.9,
1910,35.408138,-94.524414,,,,0.003,0.0,10.9,
1911,34.26054,-85.32333,,,,,,,0.001
1912,-32.823956,-71.006441,,,,,,,8.0
1913,47.8831,-114.1681,,,,,15.0,,
1914,40.2943,-110.009,,,0.001,0.028,,0.6,
1915,47.2313,-117.3685,,,,,,2.0,
1916,43.2266,-123.36479,,,,,,2.7,
1917,32.1731,-110.9797,,,,0.016,,3.0,
1918,42.798302,-84.393898,,,,0.012,,,
1919,25.7325,-80.162201,,,0.001,0.035,,,
1920,38.7458,-121.2653,,,0.005,0.02,7.0,-1.0,
1921,46.6588,-112.0131,,,,,,0.0,
1922,34.9789,-85.3009,,,,,,8.7,
1923,51.9271,4.46134,,,,,,24.0567,
1924,51.9271,4.46134,,,-999.0,-999.0,41.8348,,
1925,51.9385,4.43069,,,-999.0,,40.3435,24.7783,
1926,51.9142,4.47992,,,53.84,12.22,36.2167,23.2828,
1927,51.8911,4.48069,,,,,36.5,32.9435,
1928,51.8936,4.48753,,,-999.0,,41.6652,28.2652,
1929,45.0886,-72.5569,,,,0.019,,,
1930,-33.8658333,151.1625,,0.0,0.0005,0.011,4.7,,0.1
1931,36.139881,-115.175572,,,0.036,,,,
1932,39.595001,-75.611,,,,,,,0.0
1933,44.5514,-70.5463,,,,,,4.0,
1934,36.893101,-81.254997,,,,0.029,,,
1935,40.462181,-74.429436,,,0.007,0.016,,0.5,
1936,43.608528,-72.98246,,0.04,0.002,0.018,,3.0,0.0
1937,33.080003,-111.739298,,,,0.014,58.0,,
1938,43.83447,-123.035375,,,,0.008,,,
1939,32.1764,-110.7378,,,,0.029,,,
1940,45.4333,-73.9333,,,,0.033,,,
1941,46.035,-74.4819,,,,0.012,,4.0,
1942,45.6481,-73.4997,,,,0.024,,,
1943,45.2536,-66.0803,,,,0.013,,11.0,
1944,40.816,-85.6611,,,,0.042,,,
1945,44.943114,-123.005934,,,,,,2.2,
1946,53.48481,-2.334139,,,24.0,,16.0,11.0,
1947,36.694698,-121.6222,,0.4,0.007,0.019,,3.0,
1948,45.178699,-113.892998,,,,,,5.0,
1949,50.411463,-4.227678,,,,,15.0,9.0,
1950,13.66846068306,100.50581203933,,1.12,0.037,0.001,38.0,,
1951,13.780444,100.537798,,1.06,0.025,0.001,23.0,,
1952,19.5329,-99.0303,,0.9,0.023,0.001,16.0,10.0,0.003
1953,38.2019,-120.680603,,,,0.006,9.0,2.0,
1954,28.3322,-82.3056,,,,0.008,,,
1955,29.514999,-98.620003,,,,0.012,,5.8,
1956,29.423933,-98.580505,,,,,,4.1,
1957,29.332803,-98.551396,,,,,,3.5,
1958,17.42329722,78.47469722,,2720.0,,0.33,,,
1959,25.75691,-100.36581,,,,0.004,89.0,0.0,
1960,34.1072,-117.2731,,,,0.019,3.0,,
1961,-12.1086278,-77.0077667,,0.2,0.0061,0.0084,49.4,8.5,0.0004
1962,39.5642,-87.3253,,,,0.018,,,
1963,34.1311,-80.868301,,,,0.024,,,
1964,32.701492,-117.149651,,,,0.016,,19.7,
1965,32.845467,-117.123894,,,,0.019,,,
1966,21.3039,-157.8711,,,,0.039,,1.0,
1967,34.8848,-76.6203,,,,0.041,,,
1968,48.291821,-116.556557,,,,,-2.0,3.0,
1969,52.132417,-0.300306,,,46.0,,23.0,17.0,
1970,12.9916694,77.5458305555555,,1360.0,47.56,,36.44,,
1971,-34.579759917069,-70.989685186508,,,,25.48,17.71,3.61,
1972,37.7658,-122.3978,,0.38,0.012,0.02,,7.0,
1973,27.19865833,78.00598056,,2850.0,,11.09,,192.0,
1974,37.3483,-121.8947,,0.26,0.011,0.005,,0.0,
1975,37.338202,-121.849892,0.53,0.44,0.013,,,3.0,
1976,19.4525,-99.086,,0.5,0.019,0.01,,,0.002
1977,-12.01689,-76.99883,,0.0,0.0,0.0,0.0,0.0,0.0
1978,35.25639,-120.668892,,,,0.002,2.0,3.0,
1979,37.0792,-121.5994,,,,0.012,,,
1980,-12.0088889,-77.0844722,,0.4,0.0149,0.0056,36.4,13.6,0.0
1981,35.758406,-120.69623,,,,,,9.0,
1982,25.745,-100.25472,,,,0.004,55.0,39.5,
1983,37.9604,-122.3571,,0.51,0.022,0.004,,1.0,0.001
1984,37.9722,-122.5189,,0.35,0.019,0.003,,3.0,
1985,37.743649,-121.934188,,,0.005,0.011,,,
1986,-12.043,-76.9714167,,0.6,0.0011,0.0016,72.5,29.6,0.0034
1987,34.4278,-119.6903,,0.14,0.004,0.001,,,
1988,25.675,-100.45833,,,,0.005,181.0,56.6,
1989,34.3833,-118.5283,,,,0.003,,5.0,
1990,36.985802,-121.993103,,,,0.017,,1.0,
1991,19.3573,-99.2628,,1.0,0.03,0.031,4.0,4.0,0.002
1992,35.6198,-106.0797,,,,0.025,,2.9,
1993,-32.776573,-70.938144,,,,,,,23.0
1994,34.9481,-120.4344,,0.14,0.005,0.013,6.0,1.0,
1995,31.7878,-106.6828,,,,0.022,,,
1996,34.605819,-120.07506,,,,0.016,,,
1997,42.8292,-97.8541,,,,0.025,,,
1998,32.542679,-117.030749,,,,,,10.2,
1999,52.1361,-106.6631,,,,0.001,,,
2000,6.5499937928872,101.27999862621,,0.51,,,5.0,,
2001,48.7833,-123.1333,,,,0.007,,,
2002,46.5331,-84.3094,,,,0.002,,2.0,
2003,46.49361,-84.364197,,,,0.008,,5.0,
2004,39.9544,-94.849,,,,0.012,,,
2005,32.0683,-81.0489,,,,0.003,,,0.0
2006,32.0903,-81.1306,,,,,,14.4,-0.001
2007,27.38908,-80.311035,,,,0.04,,,
2008,51.9214,4.40139,,,77.7,4.8,26.3375,13.6083,
2009,51.9214,4.40139,,,-999.0,-999.0,41.8652,27.6,
2010,41.965,-87.8761,,,,0.001,,,
2011,41.6992,-90.521896,,,,0.013,,,
2012,43.9533,-86.2944,,,,0.015,,,
2013,41.4428,-75.6231,,,,0.016,,0.6,
2014,53.58634,-0.636811,,,23.0,,15.0,,1.0
2015,29.5831,-95.0156,,,,0.01,,12.8,
2016,29.5830473,-95.0155437,,,0.0055,0.053,,,0.0006
2017,38.6444,-75.6131,,,,0.016,,1.6,
2018,47.597222,-122.319722,,0.26,0.015,,,6.6,
2019,47.568236,-122.308628,,0.26,0.011,0.004,,7.3,0.001
2020,47.562,-122.3405,,,,,,10.9,
2021,47.5309,-122.3208,,,,,,11.4,
2022,38.403765,-122.818294,,0.31,0.003,0.013,,3.0,
2023,28.41012222,77.313775,,4730.0,89.07,11.43,,,
2024,30.7057778,76.8531805555555,,20.0,34.23,21.22,,155.6,8.55
2025,37.897499,-97.492073,,,,0.013,,,
2026,47.17563,-113.476182,,,,,,10.6,
2027,36.1589,-98.9353,,,,0.01,,9.7,
2028,29.5875,-98.3122,,,,,,13.2,
2029,28.7456,-81.31,,,,0.006,31.0,,
2030,46.2889,-85.9503,,,,0.027,,4.5,
2031,33.4883,-111.855003,,,,0.003,29.0,,
2032,36.5672,-118.777199,,,,0.024,,15.0,
2033,29.7181,-93.8969,,,,0.015,,,
2034,29.9425,-94.0006,,,,0.003,,,
2035,30.18,-93.8731,,,,0.013,,19.0,
2036,29.865,-93.955,,,,0.015,,,
2037,28.6517,77.1581,,140.0,150.16,9.94,,,
2038,42.623225,-122.810158,,,,,,8.9,
2039,39.9679,-80.7464,,0.2,0.007,,,,0.0
2040,35.5036,-119.2717,,,0.009,0.006,,,
2041,44.789398,-93.512497,,,,0.012,,,
2042,31.21,121.44,,,,,,22.0,
2043,43.58889,-70.877342,,,,0.02,,,
2044,40.6894,-122.4024,,,,0.012,,,
2045,53.579283,-2.093786,,,37.0,,,,
2046,43.665,-87.7161,,,,0.027,,,
2047,43.81523,-87.79194,,,,0.012,,,
2048,53.378622,-1.478096,,,27.0,26.0,15.0,9.0,
2049,30.4758,-81.5869,,,,0.04,,4.0,
2050,53.41058,-1.396139,,,14.0,,,,
2051,35.151588,-89.85022,,,,0.011,,10.8,
2052,29.8586111,-95.1602778,,,,0.055,,,
2053,36.3663,-117.8976,,,,,6.0,,
2054,47.213551,-123.100807,,,,,,5.0,
2055,38.5231,-78.4347,,,,0.025,,4.6,
2056,41.78,123.42,,,,,,27.0,
2057,37.9856,-85.7131,,,,0.009,,,
2058,44.815142,-106.955933,,,,,7.0,,
2059,45.402446,-122.854437,,,,0.033,,,
2060,37.3419,-77.260803,,,0.001,0.024,,,0.0
2061,42.589833,-112.458889,,,,,6.0,0.8,
